DATE,THREEFY5
1997-06-19,6.2443
1997-06-20,6.2203
1997-06-23,6.2403
1997-06-24,6.2454
1997-06-25,6.2695
1997-06-26,6.3069
1997-06-27,6.3129
1997-06-30,6.3330
1997-07-01,6.2860
1997-07-02,6.2574
1997-07-03,6.1607
1997-07-04,.
1997-07-07,6.1136
1997-07-08,6.1114
1997-07-09,6.0885
1997-07-10,6.0883
1997-07-11,6.0727
1997-07-14,6.0937
1997-07-15,6.0948
1997-07-16,6.0484
1997-07-17,6.0395
1997-07-18,6.0695
1997-07-21,6.0943
1997-07-22,6.0109
1997-07-23,5.9846
1997-07-24,5.9835
1997-07-25,6.0007
1997-07-28,5.9894
1997-07-29,5.9336
1997-07-30,5.8903
1997-07-31,5.8498
1997-08-01,5.9852
1997-08-04,6.0344
1997-08-05,6.0547
1997-08-06,6.0469
1997-08-07,6.0463
1997-08-08,6.1655
1997-08-11,6.1812
1997-08-12,6.2074
1997-08-13,6.1829
1997-08-14,6.1189
1997-08-15,6.0925
1997-08-18,6.0428
1997-08-19,6.0416
1997-08-20,6.0640
1997-08-21,6.1142
1997-08-22,6.1691
1997-08-25,6.2036
1997-08-26,6.2048
1997-08-27,6.2100
1997-08-28,6.1456
1997-08-29,6.1669
1997-09-01,.
1997-09-02,6.1439
1997-09-03,6.1588
1997-09-04,6.1729
1997-09-05,6.1958
1997-09-08,6.1843
1997-09-09,6.1859
1997-09-10,6.2071
1997-09-11,6.2267
1997-09-12,6.1562
1997-09-15,6.1369
1997-09-16,5.9982
1997-09-17,5.9630
1997-09-18,5.9678
1997-09-19,5.9600
1997-09-22,5.9373
1997-09-23,5.9613
1997-09-24,5.9336
1997-09-25,5.9999
1997-09-26,5.9830
1997-09-29,5.9840
1997-09-30,5.9989
1997-10-01,5.9387
1997-10-02,5.9046
1997-10-03,5.8873
1997-10-06,5.8481
1997-10-07,5.8211
1997-10-08,5.9227
1997-10-09,5.9571
1997-10-10,6.0105
1997-10-13,.
1997-10-14,5.9663
1997-10-15,5.9865
1997-10-16,5.9884
1997-10-17,6.0505
1997-10-20,6.0500
1997-10-21,6.0550
1997-10-22,6.0447
1997-10-23,5.9591
1997-10-24,5.9235
1997-10-27,5.8090
1997-10-28,5.8546
1997-10-29,5.8045
1997-10-30,5.7483
1997-10-31,5.7365
1997-11-03,5.7892
1997-11-04,5.8287
1997-11-05,5.8317
1997-11-06,5.7986
1997-11-07,5.7934
1997-11-10,5.8045
1997-11-11,.
1997-11-12,5.7877
1997-11-13,5.7687
1997-11-14,5.7624
1997-11-17,5.7532
1997-11-18,5.7525
1997-11-19,5.7239
1997-11-20,5.7414
1997-11-21,5.7175
1997-11-24,5.7498
1997-11-25,5.7555
1997-11-26,5.7652
1997-11-27,.
1997-11-28,5.7742
1997-12-01,5.7818
1997-12-02,5.7817
1997-12-03,5.7574
1997-12-04,5.7464
1997-12-05,5.8070
1997-12-08,5.8585
1997-12-09,5.8521
1997-12-10,5.8062
1997-12-11,5.7416
1997-12-12,5.6719
1997-12-15,5.6914
1997-12-16,5.6879
1997-12-17,5.7078
1997-12-18,5.6782
1997-12-19,5.6531
1997-12-22,5.6434
1997-12-23,5.6435
1997-12-24,5.6477
1997-12-25,.
1997-12-26,5.6496
1997-12-29,5.6601
1997-12-30,5.6874
1997-12-31,5.6493
1998-01-01,.
1998-01-02,5.5764
1998-01-05,5.4427
1998-01-06,5.3908
1998-01-07,5.4174
1998-01-08,5.3483
1998-01-09,5.2535
1998-01-12,5.2452
1998-01-13,5.2736
1998-01-14,5.3081
1998-01-15,5.3212
1998-01-16,5.3788
1998-01-19,.
1998-01-20,5.4046
1998-01-21,5.3846
1998-01-22,5.3758
1998-01-23,5.4827
1998-01-26,5.4667
1998-01-27,5.5197
1998-01-28,5.5251
1998-01-29,5.4262
1998-01-30,5.3821
1998-02-02,5.4036
1998-02-03,5.4000
1998-02-04,5.3907
1998-02-05,5.4374
1998-02-06,5.4535
1998-02-09,5.4820
1998-02-10,5.4776
1998-02-11,5.4364
1998-02-12,5.4285
1998-02-13,5.4004
1998-02-16,.
1998-02-17,5.3646
1998-02-18,5.3919
1998-02-19,5.4125
1998-02-20,5.4318
1998-02-23,5.4724
1998-02-24,5.5793
1998-02-25,5.5529
1998-02-26,5.5681
1998-02-27,5.5501
1998-03-02,5.6087
1998-03-03,5.6624
1998-03-04,5.6651
1998-03-05,5.6784
1998-03-06,5.6452
1998-03-09,5.6054
1998-03-10,5.5964
1998-03-11,5.5694
1998-03-12,5.5184
1998-03-13,5.5201
1998-03-16,5.4977
1998-03-17,5.5090
1998-03-18,5.5245
1998-03-19,5.5307
1998-03-20,5.5229
1998-03-23,5.5203
1998-03-24,5.5216
1998-03-25,5.5682
1998-03-26,5.6139
1998-03-27,5.6334
1998-03-30,5.6627
1998-03-31,5.6252
1998-04-01,5.5782
1998-04-02,5.5329
1998-04-03,5.4444
1998-04-06,5.4615
1998-04-07,5.4747
1998-04-08,5.5114
1998-04-09,5.5262
1998-04-10,.
1998-04-13,5.5944
1998-04-14,5.5784
1998-04-15,5.5597
1998-04-16,5.5411
1998-04-17,5.5407
1998-04-20,5.5793
1998-04-21,5.6185
1998-04-22,5.6262
1998-04-23,5.6348
1998-04-24,5.6213
1998-04-27,5.7263
1998-04-28,5.7501
1998-04-29,5.7635
1998-04-30,5.6616
1998-05-01,5.6337
1998-05-04,5.6306
1998-05-05,5.6518
1998-05-06,5.6159
1998-05-07,5.6116
1998-05-08,5.6395
1998-05-11,5.6991
1998-05-12,5.6501
1998-05-13,5.6260
1998-05-14,5.6448
1998-05-15,5.6453
1998-05-18,5.6087
1998-05-19,5.6137
1998-05-20,5.5803
1998-05-21,5.6140
1998-05-22,5.6082
1998-05-25,.
1998-05-26,5.5762
1998-05-27,5.5472
1998-05-28,5.5558
1998-05-29,5.5520
1998-06-01,5.5314
1998-06-02,5.5491
1998-06-03,5.5603
1998-06-04,5.5800
1998-06-05,5.5807
1998-06-08,5.5810
1998-06-09,5.5841
1998-06-10,5.5309
1998-06-11,5.4458
1998-06-12,5.4149
1998-06-15,5.3858
1998-06-16,5.4359
1998-06-17,5.5117
1998-06-18,5.5000
1998-06-19,5.4730
1998-06-22,5.4706
1998-06-23,5.4593
1998-06-24,5.4648
1998-06-25,5.4806
1998-06-26,5.4748
1998-06-29,5.4887
1998-06-30,5.4631
1998-07-01,5.4418
1998-07-02,5.4162
1998-07-03,.
1998-07-06,5.3949
1998-07-07,5.4092
1998-07-08,5.4191
1998-07-09,5.3964
1998-07-10,5.3948
1998-07-13,5.4306
1998-07-14,5.4516
1998-07-15,5.4469
1998-07-16,5.4623
1998-07-17,5.4726
1998-07-20,5.4527
1998-07-21,5.4341
1998-07-22,5.4374
1998-07-23,5.4295
1998-07-24,5.4355
1998-07-27,5.4460
1998-07-28,5.4596
1998-07-29,5.4830
1998-07-30,5.4773
1998-07-31,5.4750
1998-08-03,5.4351
1998-08-04,5.4074
1998-08-05,5.3896
1998-08-06,5.3887
1998-08-07,5.3504
1998-08-10,5.3499
1998-08-11,5.3201
1998-08-12,5.3261
1998-08-13,5.3602
1998-08-14,5.3350
1998-08-17,5.3267
1998-08-18,5.3348
1998-08-19,5.3348
1998-08-20,5.3080
1998-08-21,5.2474
1998-08-24,5.2144
1998-08-25,5.1691
1998-08-26,5.1575
1998-08-27,5.0571
1998-08-28,5.0164
1998-08-31,4.9817
1998-09-01,4.9765
1998-09-02,5.0109
1998-09-03,4.9804
1998-09-04,4.9666
1998-09-07,.
1998-09-08,4.9719
1998-09-09,4.8782
1998-09-10,4.6931
1998-09-11,4.7372
1998-09-14,4.7549
1998-09-15,4.7753
1998-09-16,4.7691
1998-09-17,4.7127
1998-09-18,4.6434
1998-09-21,4.6406
1998-09-22,4.6706
1998-09-23,4.6083
1998-09-24,4.5455
1998-09-25,4.5117
1998-09-28,4.5187
1998-09-29,4.5134
1998-09-30,4.3860
1998-10-01,4.2621
1998-10-02,4.2427
1998-10-05,4.1430
1998-10-06,4.1944
1998-10-07,4.2757
1998-10-08,4.4174
1998-10-09,4.5933
1998-10-12,.
1998-10-13,4.6204
1998-10-14,4.5327
1998-10-15,4.5270
1998-10-16,4.3434
1998-10-19,4.3344
1998-10-20,4.4005
1998-10-21,4.4361
1998-10-22,4.4671
1998-10-23,4.5286
1998-10-26,4.5407
1998-10-27,4.4584
1998-10-28,4.4126
1998-10-29,4.3651
1998-10-30,4.4323
1998-11-02,4.5632
1998-11-03,4.5713
1998-11-04,4.6878
1998-11-05,4.7130
1998-11-06,4.8143
1998-11-09,4.7838
1998-11-10,4.7342
1998-11-11,.
1998-11-12,4.6928
1998-11-13,4.7155
1998-11-16,4.7374
1998-11-17,4.7504
1998-11-18,4.7450
1998-11-19,4.7760
1998-11-20,4.7601
1998-11-23,4.7642
1998-11-24,4.7824
1998-11-25,4.7679
1998-11-26,.
1998-11-27,4.7463
1998-11-30,4.6636
1998-12-01,4.5833
1998-12-02,4.4941
1998-12-03,4.4779
1998-12-04,4.5404
1998-12-07,4.6234
1998-12-08,4.5730
1998-12-09,4.5351
1998-12-10,4.4907
1998-12-11,4.5445
1998-12-14,4.5250
1998-12-15,4.5639
1998-12-16,4.5229
1998-12-17,4.5328
1998-12-18,4.5504
1998-12-21,4.6158
1998-12-22,4.6659
1998-12-23,4.7760
1998-12-24,4.8537
1998-12-25,.
1998-12-28,4.8045
1998-12-29,4.7371
1998-12-30,4.6848
1998-12-31,4.6721
1999-01-01,.
1999-01-04,4.6896
1999-01-05,4.7334
1999-01-06,4.7196
1999-01-07,4.7466
1999-01-08,4.8281
1999-01-11,4.8782
1999-01-12,4.8319
1999-01-13,4.7751
1999-01-14,4.6716
1999-01-15,4.6941
1999-01-18,.
1999-01-19,4.7382
1999-01-20,4.7770
1999-01-21,4.7396
1999-01-22,4.6884
1999-01-25,4.6874
1999-01-26,4.7013
1999-01-27,4.6921
1999-01-28,4.6735
1999-01-29,4.6598
1999-02-01,4.7327
1999-02-02,4.7921
1999-02-03,4.8296
1999-02-04,4.8970
1999-02-05,4.9483
1999-02-08,4.9472
1999-02-09,4.9226
1999-02-10,4.9186
1999-02-11,4.9386
1999-02-12,5.0668
1999-02-15,.
1999-02-16,5.0701
1999-02-17,5.0289
1999-02-18,5.0664
1999-02-19,5.0900
1999-02-22,5.0645
1999-02-23,5.1161
1999-02-24,5.1941
1999-02-25,5.2957
1999-02-26,5.2891
1999-03-01,5.3618
1999-03-02,5.3425
1999-03-03,5.3649
1999-03-04,5.3919
1999-03-05,5.3464
1999-03-08,5.3152
1999-03-09,5.2346
1999-03-10,5.2333
1999-03-11,5.2388
1999-03-12,5.2035
1999-03-15,5.1816
1999-03-16,5.1455
1999-03-17,5.1630
1999-03-18,5.1469
1999-03-19,5.1930
1999-03-22,5.2351
1999-03-23,5.2249
1999-03-24,5.1969
1999-03-25,5.2343
1999-03-26,5.2323
1999-03-29,5.2668
1999-03-30,5.2256
1999-03-31,5.2386
1999-04-01,5.2630
1999-04-02,.
1999-04-05,5.1997
1999-04-06,5.1408
1999-04-07,5.1392
1999-04-08,5.0582
1999-04-09,5.0506
1999-04-12,5.0553
1999-04-13,5.0945
1999-04-14,5.1132
1999-04-15,5.1439
1999-04-16,5.1934
1999-04-19,5.1642
1999-04-20,5.1366
1999-04-21,5.1377
1999-04-22,5.2081
1999-04-23,5.2122
1999-04-26,5.1915
1999-04-27,5.1700
1999-04-28,5.1988
1999-04-29,5.1498
1999-04-30,5.2605
1999-05-03,5.2902
1999-05-04,5.3275
1999-05-05,5.3096
1999-05-06,5.3964
1999-05-07,5.4334
1999-05-10,5.4185
1999-05-11,5.4593
1999-05-12,5.4535
1999-05-13,5.3734
1999-05-14,5.5042
1999-05-17,5.5670
1999-05-18,5.6081
1999-05-19,5.5751
1999-05-20,5.5813
1999-05-21,5.5343
1999-05-24,5.5132
1999-05-25,5.5170
1999-05-26,5.5584
1999-05-27,5.6353
1999-05-28,.
1999-05-31,.
1999-06-01,5.7725
1999-06-02,5.8001
1999-06-03,5.7977
1999-06-04,5.8084
1999-06-07,5.8117
1999-06-08,5.8301
1999-06-09,5.8628
1999-06-10,5.9125
1999-06-11,5.9892
1999-06-14,5.9682
1999-06-15,5.9549
1999-06-16,5.9183
1999-06-17,5.7919
1999-06-18,5.8149
1999-06-21,5.8648
1999-06-22,5.9081
1999-06-23,5.9590
1999-06-24,6.0038
1999-06-25,5.9988
1999-06-28,5.9473
1999-06-29,5.9191
1999-06-30,5.7962
1999-07-01,5.8050
1999-07-02,5.7964
1999-07-05,.
1999-07-06,5.8374
1999-07-07,5.8626
1999-07-08,5.8183
1999-07-09,5.8126
1999-07-12,.
1999-07-13,5.7155
1999-07-14,5.7231
1999-07-15,5.7173
1999-07-16,5.6831
1999-07-19,5.6637
1999-07-20,5.6390
1999-07-21,.
1999-07-22,5.7339
1999-07-23,5.7988
1999-07-26,5.8284
1999-07-27,5.8009
1999-07-28,5.7984
1999-07-29,5.8637
1999-07-30,5.9034
1999-08-02,5.9216
1999-08-03,5.9422
1999-08-04,5.9323
1999-08-05,5.8765
1999-08-06,5.9967
1999-08-09,6.1040
1999-08-10,6.1378
1999-08-11,6.1078
1999-08-12,6.1148
1999-08-13,6.0305
1999-08-16,6.0175
1999-08-17,5.9495
1999-08-18,5.9177
1999-08-19,5.9253
1999-08-20,5.9157
1999-08-23,5.9154
1999-08-24,5.8710
1999-08-25,5.7678
1999-08-26,5.7732
1999-08-27,5.8507
1999-08-30,5.9528
1999-08-31,5.9873
1999-09-01,5.9956
1999-09-02,6.0206
1999-09-03,5.9277
1999-09-06,.
1999-09-07,5.9584
1999-09-08,5.9527
1999-09-09,5.9851
1999-09-10,5.9338
1999-09-13,5.9440
1999-09-14,5.9901
1999-09-15,5.9696
1999-09-16,5.9288
1999-09-17,5.9050
1999-09-20,5.9374
1999-09-21,5.9589
1999-09-22,5.9505
1999-09-23,5.8986
1999-09-24,5.8026
1999-09-27,5.8418
1999-09-28,5.8911
1999-09-29,5.9714
1999-09-30,5.9229
1999-10-01,6.0062
1999-10-04,5.9807
1999-10-05,6.0496
1999-10-06,6.0828
1999-10-07,6.0978
1999-10-08,6.0918
1999-10-11,.
1999-10-12,6.1133
1999-10-13,6.1619
1999-10-14,6.2138
1999-10-15,6.1482
1999-10-18,6.1554
1999-10-19,6.1999
1999-10-20,6.2118
1999-10-21,6.2244
1999-10-22,6.2331
1999-10-25,6.2485
1999-10-26,6.2657
1999-10-27,6.2188
1999-10-28,6.1464
1999-10-29,6.0431
1999-11-01,6.0496
1999-11-02,6.0261
1999-11-03,6.0073
1999-11-04,5.9581
1999-11-05,5.9155
1999-11-08,5.9188
1999-11-09,5.9346
1999-11-10,5.9656
1999-11-11,.
1999-11-12,5.9224
1999-11-15,5.9161
1999-11-16,5.9381
1999-11-17,5.9987
1999-11-18,6.0330
1999-11-19,6.0464
1999-11-22,6.0757
1999-11-23,6.0822
1999-11-24,6.0854
1999-11-25,.
1999-11-26,6.1131
1999-11-29,6.1778
1999-11-30,6.1583
1999-12-01,6.1839
1999-12-02,6.2081
1999-12-03,6.1545
1999-12-06,6.1297
1999-12-07,6.0910
1999-12-08,6.1117
1999-12-09,6.1029
1999-12-10,6.0485
1999-12-13,6.0621
1999-12-14,6.1577
1999-12-15,6.2045
1999-12-16,6.2706
1999-12-17,6.2891
1999-12-20,6.3466
1999-12-21,6.3667
1999-12-22,6.3705
1999-12-23,6.3842
1999-12-24,.
1999-12-27,6.3752
1999-12-28,6.3944
1999-12-29,6.3770
1999-12-30,6.3687
1999-12-31,6.4219
2000-01-03,6.5248
2000-01-04,6.4687
2000-01-05,6.5423
2000-01-06,6.5101
2000-01-07,6.4747
2000-01-10,6.5082
2000-01-11,6.5835
2000-01-12,6.6366
2000-01-13,6.5699
2000-01-14,6.5904
2000-01-17,.
2000-01-18,6.6344
2000-01-19,6.6296
2000-01-20,6.6616
2000-01-21,6.6559
2000-01-24,6.6019
2000-01-25,6.5866
2000-01-26,6.5796
2000-01-27,6.5917
2000-01-28,6.5995
2000-01-31,6.6397
2000-02-01,6.6292
2000-02-02,6.6302
2000-02-03,6.5541
2000-02-04,6.5881
2000-02-07,6.6710
2000-02-08,6.6532
2000-02-09,6.6780
2000-02-10,6.7164
2000-02-11,6.6939
2000-02-14,6.6357
2000-02-15,6.6481
2000-02-16,6.6476
2000-02-17,6.6725
2000-02-18,6.6144
2000-02-21,.
2000-02-22,6.5154
2000-02-23,6.5618
2000-02-24,6.5051
2000-02-25,6.4712
2000-02-28,6.4750
2000-02-29,6.5158
2000-03-01,6.5054
2000-03-02,6.5057
2000-03-03,6.4958
2000-03-06,6.5254
2000-03-07,6.5057
2000-03-08,6.5036
2000-03-09,6.4801
2000-03-10,6.5167
2000-03-13,6.4985
2000-03-14,6.4538
2000-03-15,6.4312
2000-03-16,6.4022
2000-03-17,6.3718
2000-03-20,6.3672
2000-03-21,6.3402
2000-03-22,6.3327
2000-03-23,6.3142
2000-03-24,6.4037
2000-03-27,6.4256
2000-03-28,6.3998
2000-03-29,6.3948
2000-03-30,6.3079
2000-03-31,6.2699
2000-04-03,6.2351
2000-04-04,6.1310
2000-04-05,6.1184
2000-04-06,6.1366
2000-04-07,6.1099
2000-04-10,6.0644
2000-04-11,6.1198
2000-04-12,6.1860
2000-04-13,6.1760
2000-04-14,6.0941
2000-04-17,6.1797
2000-04-18,6.2082
2000-04-19,6.1799
2000-04-20,6.1728
2000-04-21,.
2000-04-24,6.1745
2000-04-25,6.2813
2000-04-26,6.3165
2000-04-27,6.4089
2000-04-28,6.4478
2000-05-01,6.4851
2000-05-02,6.5184
2000-05-03,6.5761
2000-05-04,6.6247
2000-05-05,6.6820
2000-05-08,6.7409
2000-05-09,6.7188
2000-05-10,6.6632
2000-05-11,6.6340
2000-05-12,6.7035
2000-05-15,6.6834
2000-05-16,6.6633
2000-05-17,6.6867
2000-05-18,6.7548
2000-05-19,6.7275
2000-05-22,6.6741
2000-05-23,6.6693
2000-05-24,6.6930
2000-05-25,6.6267
2000-05-26,6.5655
2000-05-29,.
2000-05-30,6.6019
2000-05-31,6.5469
2000-06-01,6.4643
2000-06-02,6.3923
2000-06-05,6.3500
2000-06-06,6.3541
2000-06-07,6.3424
2000-06-08,6.3421
2000-06-09,6.3473
2000-06-12,6.3214
2000-06-13,6.3027
2000-06-14,6.2696
2000-06-15,6.2664
2000-06-16,6.2130
2000-06-19,6.2154
2000-06-20,6.2353
2000-06-21,6.3083
2000-06-22,6.3217
2000-06-23,6.3716
2000-06-26,6.3230
2000-06-27,6.3090
2000-06-28,6.3083
2000-06-29,6.2449
2000-06-30,6.2219
2000-07-03,6.1740
2000-07-04,.
2000-07-05,6.1448
2000-07-06,6.1880
2000-07-07,6.1387
2000-07-10,6.1459
2000-07-11,6.1593
2000-07-12,6.1774
2000-07-13,6.1210
2000-07-14,6.1892
2000-07-17,6.2530
2000-07-18,6.2579
2000-07-19,6.2673
2000-07-20,6.1424
2000-07-21,6.1058
2000-07-24,6.1214
2000-07-25,6.1188
2000-07-26,6.1164
2000-07-27,6.0873
2000-07-28,6.1044
2000-07-31,6.1105
2000-08-01,6.0727
2000-08-02,6.0412
2000-08-03,6.0170
2000-08-04,5.9682
2000-08-07,5.9952
2000-08-08,5.9696
2000-08-09,5.9597
2000-08-10,5.9279
2000-08-11,5.9730
2000-08-14,5.9723
2000-08-15,5.9953
2000-08-16,6.0189
2000-08-17,6.0167
2000-08-18,5.9858
2000-08-21,5.9889
2000-08-22,5.9790
2000-08-23,5.9360
2000-08-24,5.9116
2000-08-25,5.9040
2000-08-28,5.9327
2000-08-29,5.9717
2000-08-30,5.9724
2000-08-31,5.9058
2000-09-01,5.8355
2000-09-04,.
2000-09-05,5.8252
2000-09-06,5.8520
2000-09-07,5.8821
2000-09-08,5.8662
2000-09-11,5.8893
2000-09-12,5.9007
2000-09-13,5.8694
2000-09-14,5.8927
2000-09-15,5.8957
2000-09-18,5.8932
2000-09-19,5.8925
2000-09-20,5.9279
2000-09-21,5.9135
2000-09-22,5.8871
2000-09-25,5.8854
2000-09-26,5.8561
2000-09-27,5.8522
2000-09-28,5.8491
2000-09-29,5.8241
2000-10-02,5.8310
2000-10-03,5.8540
2000-10-04,5.8785
2000-10-05,5.8618
2000-10-06,5.8287
2000-10-09,.
2000-10-10,5.8042
2000-10-11,5.7688
2000-10-12,5.7078
2000-10-13,5.6970
2000-10-16,5.7200
2000-10-17,5.6663
2000-10-18,5.6449
2000-10-19,5.6494
2000-10-20,5.6294
2000-10-23,5.5917
2000-10-24,5.6133
2000-10-25,5.6587
2000-10-26,5.6697
2000-10-27,5.6928
2000-10-30,5.7175
2000-10-31,5.7321
2000-11-01,5.7083
2000-11-02,5.6947
2000-11-03,5.7615
2000-11-06,5.8044
2000-11-07,5.8142
2000-11-08,5.8081
2000-11-09,5.7641
2000-11-10,5.7491
2000-11-13,5.7179
2000-11-14,5.7046
2000-11-15,5.6767
2000-11-16,5.6452
2000-11-17,5.6525
2000-11-20,5.6379
2000-11-21,5.6243
2000-11-22,5.5885
2000-11-23,.
2000-11-24,5.5876
2000-11-27,5.5975
2000-11-28,5.5511
2000-11-29,5.5029
2000-11-30,5.4258
2000-12-01,5.4449
2000-12-04,5.4423
2000-12-05,5.3664
2000-12-06,5.2758
2000-12-07,5.2635
2000-12-08,5.2964
2000-12-11,5.3102
2000-12-12,5.3085
2000-12-13,5.2437
2000-12-14,5.1934
2000-12-15,5.1533
2000-12-18,5.1092
2000-12-19,5.1165
2000-12-20,5.0415
2000-12-21,4.9795
2000-12-22,4.9568
2000-12-25,.
2000-12-26,4.9839
2000-12-27,5.0312
2000-12-28,5.0704
2000-12-29,5.0454
2001-01-01,.
2001-01-02,4.8574
2001-01-03,4.9538
2001-01-04,4.8665
2001-01-05,4.7370
2001-01-08,4.7207
2001-01-09,4.7783
2001-01-10,4.8756
2001-01-11,4.9189
2001-01-12,5.0195
2001-01-15,.
2001-01-16,5.0260
2001-01-17,4.9690
2001-01-18,4.8691
2001-01-19,4.9131
2001-01-22,4.9469
2001-01-23,5.0051
2001-01-24,5.0425
2001-01-25,5.0186
2001-01-26,5.0082
2001-01-29,5.0213
2001-01-30,4.9540
2001-01-31,4.8908
2001-02-01,4.8142
2001-02-02,4.8711
2001-02-05,4.8875
2001-02-06,4.9225
2001-02-07,4.9198
2001-02-08,4.9293
2001-02-09,4.8650
2001-02-12,4.8729
2001-02-13,4.9030
2001-02-14,4.9559
2001-02-15,5.0298
2001-02-16,4.9601
2001-02-19,.
2001-02-20,4.9370
2001-02-21,4.9438
2001-02-22,4.9297
2001-02-23,4.8643
2001-02-26,4.8107
2001-02-27,4.7445
2001-02-28,4.7086
2001-03-01,4.6707
2001-03-02,4.7359
2001-03-05,4.7650
2001-03-06,4.7727
2001-03-07,4.7216
2001-03-08,4.6960
2001-03-09,4.7346
2001-03-12,4.7239
2001-03-13,4.7373
2001-03-14,4.6438
2001-03-15,4.5803
2001-03-16,4.5534
2001-03-19,4.5901
2001-03-20,4.5501
2001-03-21,4.5251
2001-03-22,4.4834
2001-03-23,4.5407
2001-03-26,4.5889
2001-03-27,4.7203
2001-03-28,4.7172
2001-03-29,4.7037
2001-03-30,4.6492
2001-04-02,4.6671
2001-04-03,4.6231
2001-04-04,4.6004
2001-04-05,4.6403
2001-04-06,4.5589
2001-04-09,4.5768
2001-04-10,4.7025
2001-04-11,4.7655
2001-04-12,4.8285
2001-04-13,.
2001-04-16,4.9393
2001-04-17,4.8958
2001-04-18,4.7856
2001-04-19,4.8523
2001-04-20,4.8673
2001-04-23,4.7947
2001-04-24,4.7903
2001-04-25,4.8562
2001-04-26,4.8036
2001-04-27,4.9108
2001-04-30,4.9475
2001-05-01,4.9069
2001-05-02,4.9039
2001-05-03,4.8410
2001-05-04,4.7925
2001-05-07,4.7752
2001-05-08,4.7782
2001-05-09,4.7448
2001-05-10,4.8316
2001-05-11,5.0137
2001-05-14,5.0101
2001-05-15,5.0225
2001-05-16,5.0125
2001-05-17,5.0334
2001-05-18,5.0428
2001-05-21,5.0480
2001-05-22,5.0473
2001-05-23,5.0253
2001-05-24,5.0925
2001-05-25,5.0958
2001-05-28,.
2001-05-29,5.1147
2001-05-30,5.1114
2001-05-31,5.0141
2001-06-01,4.9843
2001-06-04,4.9652
2001-06-05,4.9091
2001-06-06,4.8942
2001-06-07,4.9250
2001-06-08,4.9627
2001-06-11,4.9241
2001-06-12,4.8802
2001-06-13,4.8705
2001-06-14,4.8376
2001-06-15,4.8227
2001-06-18,4.8079
2001-06-19,4.7909
2001-06-20,4.7699
2001-06-21,4.7586
2001-06-22,4.6959
2001-06-25,4.7025
2001-06-26,4.7723
2001-06-27,4.8358
2001-06-28,4.9347
2001-06-29,4.9952
2001-07-02,4.9514
2001-07-03,4.9742
2001-07-04,.
2001-07-05,5.0024
2001-07-06,4.9620
2001-07-09,4.9306
2001-07-10,4.8772
2001-07-11,4.8586
2001-07-12,4.8400
2001-07-13,4.8475
2001-07-16,4.8035
2001-07-17,4.7975
2001-07-18,4.6991
2001-07-19,4.6947
2001-07-20,4.7018
2001-07-23,4.6899
2001-07-24,4.6713
2001-07-25,4.7179
2001-07-26,4.7047
2001-07-27,4.6444
2001-07-30,4.6126
2001-07-31,4.5644
2001-08-01,4.5846
2001-08-02,4.6439
2001-08-03,4.6746
2001-08-06,4.6698
2001-08-07,4.6742
2001-08-08,4.5763
2001-08-09,4.5843
2001-08-10,4.5532
2001-08-13,4.5185
2001-08-14,4.5249
2001-08-15,4.5606
2001-08-16,4.5281
2001-08-17,4.4491
2001-08-20,4.4924
2001-08-21,4.4676
2001-08-22,4.4888
2001-08-23,4.4767
2001-08-24,4.5060
2001-08-27,4.5247
2001-08-28,4.4550
2001-08-29,4.3961
2001-08-30,4.3684
2001-08-31,4.3956
2001-09-03,.
2001-09-04,4.5432
2001-09-05,4.5508
2001-09-06,4.4540
2001-09-07,4.3612
2001-09-10,4.3639
2001-09-11,.
2001-09-12,.
2001-09-13,4.0579
2001-09-14,3.9605
2001-09-17,3.9954
2001-09-18,4.0482
2001-09-19,3.9824
2001-09-20,4.0513
2001-09-21,4.0450
2001-09-24,4.0739
2001-09-25,4.0517
2001-09-26,3.9946
2001-09-27,3.9338
2001-09-28,3.9623
2001-10-01,3.9301
2001-10-02,3.8949
2001-10-03,3.8787
2001-10-04,3.8773
2001-10-05,3.8576
2001-10-08,.
2001-10-09,3.9158
2001-10-10,3.9258
2001-10-11,4.0030
2001-10-12,3.9948
2001-10-15,3.9471
2001-10-16,3.9171
2001-10-17,3.9184
2001-10-18,3.9105
2001-10-19,3.9360
2001-10-22,3.9553
2001-10-23,3.9691
2001-10-24,3.9170
2001-10-25,3.8559
2001-10-26,3.8303
2001-10-29,3.7804
2001-10-30,3.7090
2001-10-31,3.6209
2001-11-01,3.5959
2001-11-02,3.6661
2001-11-05,3.6416
2001-11-06,3.5912
2001-11-07,3.5127
2001-11-08,3.5836
2001-11-09,3.6364
2001-11-12,.
2001-11-13,3.7069
2001-11-14,3.8372
2001-11-15,4.0871
2001-11-16,4.2505
2001-11-19,4.1724
2001-11-20,4.2068
2001-11-21,4.3278
2001-11-22,.
2001-11-23,4.4196
2001-11-26,4.4543
2001-11-27,4.3915
2001-11-28,4.3719
2001-11-29,4.1969
2001-11-30,4.1552
2001-12-03,4.1157
2001-12-04,4.0752
2001-12-05,4.2713
2001-12-06,4.4234
2001-12-07,4.5498
2001-12-10,4.5357
2001-12-11,4.4793
2001-12-12,4.3921
2001-12-13,4.4661
2001-12-14,4.5791
2001-12-17,4.6145
2001-12-18,4.5447
2001-12-19,4.4731
2001-12-20,4.4827
2001-12-21,4.5124
2001-12-24,4.5670
2001-12-25,.
